Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Tenkuu no Escaflowne,TV,26,Finished Airing,1996-4-2,1996-9-24,Spring,Tuesdays at 18:00 (JST),"TV Tokyo,Bandai Visual","Funimation,Bandai Entertainment",Sunrise,Original,"Adventure,Psychological,Romance,Fantasy,Mecha,Shoujo",24 min. per ep.,PG-13,7.77,46308,98680,1811
Yume-iro Pâtissière SP Professional,TV,13,Finished Airing,2010-10-3,2010-12-26,Fall,-,Shueisha,-,Studio Pierrot,Manga,"Slice of Life,Shoujo",24 min. per ep.,G,7.77,14067,24592,148
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Movie,1,Finished Airing,1994-12-4,-,-,-,-,Viz Media,"Toei Animation,Production Reed",Manga,"Adventure,Fantasy,Magic,Comedy,Romance,Drama,Shoujo",1 hr. 1 min.,PG-13,7.76,19228,34006,101
Blood+,TV,50,Finished Airing,2005-10-8,2006-9-23,Fall,Saturdays at 18:00 (JST),"Aniplex,Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,"Action,Military,Mystery,Horror,Supernatural,Drama,Vampire",24 min. per ep.,R,7.76,107584,249595,4056
Chrno Crusade,TV,24,Finished Airing,2003-11-25,2004-6-10,Fall,Tuesdays at 02:28 (JST),"Lantis,Kadokawa Shoten,Fuji TV","ADV Films,Funimation",Gonzo,Manga,"Action,Historical,Demons,Supernatural,Romance",23 min. per ep.,R,7.76,78435,164393,1909
Demi-chan wa Kataritai,TV,12,Finished Airing,2017-1-8,2017-3-26,Winter,Sundays at 00:00 (JST),"Aniplex,Kodansha,Kanetsu Co., LTD.",Funimation,A-1 Pictures,Manga,"Comedy,Vampire,Fantasy,School,Seinen",23 min. per ep.,PG-13,7.76,92055,176691,797
Densetsu no Yuusha no Densetsu,TV,24,Finished Airing,2010-7-2,2010-12-17,Summer,-,"Lantis,Media Factory,Kadokawa Contents Gate,Fujimi Shobo",Funimation,Zexcs,Light novel,"Action,Adventure,Magic,Fantasy,Shounen",24 min. per ep.,R,7.76,84931,175883,1676
Detective Conan: Conan vs. Kid - Shark & Jewel,Movie,1,Finished Airing,2005-7-29,-,-,-,-,-,-,-,"Adventure,Comedy,Kids,Mystery,Police,Shounen",16 min.,PG,7.76,1063,4010,2
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,Finished Airing,2011-3-5,-,-,-,"TV Asahi,Asatsu DK",-,Shin-Ei Animation,-,"Adventure,Comedy,Fantasy,Kids,Shounen",1 hr. 48 min.,PG,7.76,1100,1997,4
Free!: FrFr - Short Movie,Special,7,Finished Airing,2013-9-11,2014-1-8,-,-,"Lantis,Animation Do",Funimation,Kyoto Animation,Light novel,"Comedy,Sports",2 min. per ep.,PG-13,7.76,20496,43763,107
Full Metal Panic!,TV,24,Finished Airing,2002-1-8,2002-6-18,Winter,Tuesdays at 18:30 (JST),Kadokawa Shoten,"ADV Films,Funimation",Gonzo,Light novel,"Action,Military,Sci-Fi,Comedy,Mecha",24 min. per ep.,R,7.76,165559,312341,3879
Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,OVA,1,Finished Airing,2014-7-25,-,-,-,-,Sentai Filmworks,Actas,Original,"Military,Sports,School",38 min.,PG-13,7.76,13270,23160,32
"Ima, Soko ni Iru Boku",TV,13,Finished Airing,1999-10-14,2000-1-20,Fall,Thursdays at 19:00 (JST),Pioneer LDC,Central Park Media,AIC,Original,"Adventure,Drama,Fantasy,Military,Sci-Fi",25 min. per ep.,R,7.76,24730,74524,764
Jigoku Shoujo Mitsuganae,TV,26,Finished Airing,2008-10-4,2009-4-4,Fall,Saturdays at 17:00 (JST),"Aniplex,Tokyo MX",Sentai Filmworks,Studio Deen,Original,"Mystery,Psychological,Supernatural",24 min. per ep.,R,7.76,28909,72369,293
Kidou Keisatsu Patlabor: On Television,TV,47,Finished Airing,1989-10-11,1990-9-26,Fall,-,Tohokushinsha Film Corporation,"Central Park Media,Maiden Japan",Sunrise,Original,"Sci-Fi,Comedy,Police,Mecha",25 min. per ep.,PG-13,7.76,5484,20463,253
Kimagure Orange☆Road: Ano Hi ni Kaeritai,Movie,1,Finished Airing,1988-10-1,-,-,-,-,-,Studio Pierrot,Manga,"Comedy,Drama,Romance,Shounen,Slice of Life",1 hr. 9 min.,R,7.76,2747,5261,24
"Kumo no Mukou, Yakusoku no Basho",Movie,1,Finished Airing,2004-11-20,-,-,-,-,ADV Films,CoMix Wave Films,Original,"Drama,Military,Romance,Sci-Fi",1 hr. 30 min.,PG-13,7.76,62005,133258,663
Kyoukai no Kanata: Shinonome,Special,1,Finished Airing,2014-7-2,-,-,-,-,Sentai Filmworks,Kyoto Animation,Light novel,"Fantasy,Slice of Life,Supernatural",23 min.,PG-13,7.76,31880,59689,41
Minami-ke Tadaima,TV,13,Finished Airing,2013-1-6,2013-3-31,Winter,-,-,Funimation,feel.,Manga,"Comedy,School,Slice of Life",24 min. per ep.,PG-13,7.76,17919,38076,62
Ranma ½ Super,OVA,3,Finished Airing,1995-9-21,1996-1-19,-,-,-,Viz Media,Sunrise,Manga,"Adventure,Comedy,Martial Arts,Romance,Shounen,Supernatural",26 min. per ep.,PG-13,7.76,5752,11789,18
Saint Seiya: Meiou Hades Elysion-hen,OVA,6,Finished Airing,2008-3-7,2008-8-1,-,-,-,-,Toei Animation,Manga,"Action,Fantasy,Shounen,Super Power",25 min. per ep.,PG-13,7.76,15096,24002,91
Shingeki no Bahamut: Genesis,TV,12,Finished Airing,2014-10-6,2014-12-29,Fall,Mondays at 23:30 (JST),"NBCUniversal Entertainment Japan,Cygames",Funimation,MAPPA,Game,"Action,Adventure,Demons,Fantasy,Magic,Supernatural",24 min. per ep.,R,7.76,107485,230300,1186
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,1,Finished Airing,2015-6-27,-,-,-,"Production I.G,Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha",Funimation,Wit Studio,Manga,"Action,Super Power,Drama,Fantasy,Shounen",2 hr.,R,7.76,12893,42254,77
Shingeki no Kyojin Movie 3: Kakusei no Houkou,Movie,1,Finished Airing,2018-1-13,-,-,-,-,-,-,Manga,"Action,Super Power,Drama,Fantasy,Shounen",2 hr.,R,7.76,661,22385,51
Trapp Ikka Monogatari,TV,40,Finished Airing,1991-1-13,1991-12-28,Winter,Sundays at 19:30 (JST),Fuji TV,-,Nippon Animation,-,"Drama,Historical,Music,Romance",23 min. per ep.,G,7.76,1765,3871,15
Akage no Anne,TV,50,Finished Airing,1979-1-7,1979-12-30,Winter,Sundays at 19:30 (JST),-,-,Nippon Animation,Novel,"Slice of Life,Historical,Drama",25 min. per ep.,G,7.75,4015,13404,268
Angel Beats! Specials,Special,2,Finished Airing,2010-12-22,2015-6-24,-,-,"Aniplex,Visual Art's",Sentai Filmworks,P.A. Works,Original,"Action,Comedy,Supernatural,School",27 min. per ep.,PG-13,7.75,103430,170266,321
Aria The Animation,TV,13,Finished Airing,2005-10-6,2005-12-29,Fall,Thursdays at 01:30 (JST),"TV Tokyo,Shochiku,Mag Garden",Nozomi Entertainment,Hal Film Maker,Manga,"Fantasy,Sci-Fi,Shounen,Slice of Life",24 min. per ep.,G,7.75,30434,95073,1480
Baka to Test to Shoukanjuu: Matsuri,OVA,2,Finished Airing,2011-2-23,2011-3-30,-,-,"Lantis,Media Factory,Enterbrain,Cospa,Kadokawa Contents Gate,T.O Entertainment,Hakuhodo DY Media Partners",Funimation,Silver Link.,Light novel,"Comedy,School,Super Power",29 min. per ep.,PG-13,7.75,49947,83699,95
Bishoujo Senshi Sailor Moon R,TV,43,Finished Airing,1993-3-6,1994-3-12,Spring,-,TV Asahi,"ADV Films,Viz Media,DiC Entertainment",Toei Animation,Manga,"Demons,Magic,Romance,Shoujo",24 min. per ep.,PG-13,7.75,50473,87187,590
Bokurano,TV,24,Finished Airing,2007-4-9,2007-9-25,Spring,Mondays at 01:30 (JST),Sotsu Music Publishing,Discotek Media,Gonzo,Manga,"Sci-Fi,Psychological,Drama,Mecha",23 min. per ep.,R,7.75,31138,99473,925
Dragon Quest: Dai no Daibouken,TV,46,Finished Airing,1991-10-17,1992-9-24,Fall,-,-,-,Toei Animation,Manga,"Adventure,Comedy,Demons,Magic,Martial Arts,Fantasy,Shounen",24 min. per ep.,G,7.75,5925,11674,73
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1,Finished Airing,2006-5-26,-,-,-,"Kadokawa Shoten,Happinet Pictures","Funimation,Kadokawa Pictures USA",Kyoto Animation,Manga,Comedy,30 min.,PG-13,7.75,34196,56857,100
Fushigi Yuugi,TV,52,Finished Airing,1995-4-6,1996-3-28,Spring,Thursdays at 18:00 (JST),"TV Tokyo,Shogakukan Productions,Yomiko Advertising,Apollon","Media Blasters,Discotek Media,Geneon Entertainment USA",Studio Pierrot,Manga,"Adventure,Fantasy,Magic,Martial Arts,Comedy,Romance,Historical,Drama,Shoujo",23 min. per ep.,PG-13,7.75,33656,72986,1914
Higashi no Eden: Air Communication,Movie,1,Finished Airing,2009-9-26,-,-,-,Asmik Ace Entertainment,Funimation,Production I.G,Original,"Mystery,Comedy,Romance",2 hr. 3 min.,PG-13,7.75,9178,23786,22
Huyao Xiao Hongniang: Yue Hong,ONA,13,Finished Airing,2016-6-24,2016-9-16,-,-,Tencent Animation,-,Haoliners Animation League,Manga,"Comedy,Historical,Supernatural,Romance",14 min. per ep.,PG-13,7.75,2059,5911,29
InuYasha: Kagami no Naka no Mugenjo,Movie,1,Finished Airing,2002-12-21,-,-,-,"Kyoto Animation,Production Reed",Viz Media,Sunrise,Manga,"Adventure,Demons,Drama,Fantasy,Historical,Romance,Shounen,Supernatural",1 hr. 39 min.,PG-13,7.75,37379,63383,236
Jigoku Shoujo,TV,26,Finished Airing,2005-10-5,2006-4-5,Fall,-,"Aniplex,SKY Perfect Well Think",Funimation,Studio Deen,Original,"Mystery,Horror,Psychological,Supernatural",25 min. per ep.,R,7.75,84095,218167,2863
Jungle wa Itsumo Hare nochi Guu Final,OVA,7,Finished Airing,2003-12-21,2004-6-25,-,-,Bandai Visual,-,Shin-Ei Animation,Manga,"Slice of Life,Comedy",26 min. per ep.,PG-13,7.75,4554,8143,13
Kara no Kyoukai 1: Fukan Fuukei,Movie,1,Finished Airing,2007-12-1,-,-,-,"Aniplex,Kodansha,Notes",Aniplex of America,ufotable,Light novel,"Action,Mystery,Supernatural,Thriller",50 min.,R,7.75,107546,228311,1378
"Lupin III: Episode 0 ""First Contact""",Special,1,Finished Airing,2002-7-26,-,-,-,VAP,Discotek Media,TMS Entertainment,-,"Action,Adventure,Mystery,Comedy,Seinen",1 hr. 32 min.,R,7.75,2645,5666,9
Mahouka Koukou no Rettousei,TV,26,Finished Airing,2014-4-6,2014-9-28,Spring,Sundays at 00:30 (JST),"Aniplex,Square Enix,Movic,ASCII Media Works",Aniplex of America,Madhouse,Light novel,"Action,Sci-Fi,Supernatural,Magic,Romance,School",23 min. per ep.,PG-13,7.75,231657,428516,6929
New Game!,TV,12,Finished Airing,2016-7-4,2016-9-19,Summer,Mondays at 22:30 (JST),"Frontier Works,Kadokawa Shoten,Movic,AT-X,Delfi Sound,Sony Music Communications,Houbunsha,MAGES.,Lawson",Funimation,Doga Kobo,4-koma manga,"Slice of Life,Comedy",24 min. per ep.,PG-13,7.75,93285,195118,1708
Nurarihyon no Mago,TV,24,Finished Airing,2010-7-6,2010-12-21,Summer,-,"Yomiuri Telecasting,Yomiko Advertising,Pony Canyon,Toho,Shueisha,BS11,Hakuhodo DY Media Partners",Viz Media,Studio Deen,Manga,"Action,Demons,Shounen,Supernatural",24 min. per ep.,PG-13,7.75,71524,159411,1079
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,1,Finished Airing,2005-3-5,-,-,-,"Fuji TV,Fuji Pacific Music Publishing",-,Toei Animation,Manga,"Adventure,Comedy,Fantasy,Shounen",1 hr. 31 min.,PG-13,7.75,27686,47004,138
R.O.D OVA,OVA,3,Finished Airing,2001-5-23,2002-2-6,-,-,"Aniplex,SME Visual Works","Aniplex of America,Manga Entertainment",Studio Deen,Light novel,"Action,Adventure,Historical,Magic,Mystery,Sci-Fi",33 min. per ep.,PG-13,7.75,26136,46937,289
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,1,Finished Airing,1995-7-15,-,-,-,-,-,Toei Animation,-,"Comedy,Drama,School,Shounen,Slice of Life,Sports",40 min.,PG-13,7.75,4698,9265,12
Toaru Hikuushi e no Tsuioku,Movie,1,Finished Airing,2011-10-1,-,-,-,"TV Tokyo,Bandai Visual,TMS Entertainment,MediaNet,Kids Station,Movic,Cyclone Graphics inc,Tokyo Theatres,Sammy,Shogakukan","NIS America, Inc.",Madhouse,Light novel,"Adventure,Military,Romance",1 hr. 39 min.,PG-13,7.75,16398,36298,119
Towa no Quon 6: Towa no Quon,Movie,1,Finished Airing,2011-11-26,-,-,-,"Bandai Visual,Lantis,Movic,Showgate,Hakuhodo DY Media Partners,Sony PCL",Sentai Filmworks,Bones,Original,"Action,Super Power,Supernatural",48 min.,PG-13,7.75,12754,23736,28
Turn A Gundam,TV,50,Finished Airing,1999-4-9,2000-4-14,Spring,Fridays at 17:00 (JST),"Sotsu,Fuji TV",Nozomi Entertainment,"Sunrise,Nakamura Production",Original,"Action,Military,Sci-Fi,Adventure,Space,Drama,Romance,Mecha",24 min. per ep.,PG-13,7.75,8542,25100,502
Urusei Yatsura,TV,195,Finished Airing,1981-10-14,1986-3-19,Fall,-,"Kitty Films,Fuji TV",AnimEigo,"Studio Pierrot,Studio Deen",Manga,"Action,Sci-Fi,Adventure,Comedy,Drama,Romance",25 min. per ep.,PG-13,7.75,5521,33689,526
Utawarerumono,TV,26,Finished Airing,2006-4-4,2006-9-26,Spring,Tuesdays at 02:40 (JST),"Lantis,Half H.P Studio,AQUAPLUS","ADV Films,Funimation",OLM,Visual novel,"Action,Sci-Fi,Drama,Fantasy",23 min. per ep.,R,7.75,45866,110889,1007
Bokura wa Minna Kawai-sou: Hajimete no,Special,1,Finished Airing,2015-1-30,-,-,-,-,Sentai Filmworks,Brain's Base,Manga,"Slice of Life,Comedy,Romance,School",24 min.,PG-13,7.74,15348,27580,28
Break Blade 1: Kakusei no Toki,Movie,1,Finished Airing,2010-5-29,-,-,-,"Bandai Visual,Lantis,KlockWorx",Sentai Filmworks,"Production I.G,Xebec",Manga,"Action,Fantasy,Mecha,Military,Shounen",51 min.,R,7.74,36084,66095,160
Free! Movie 2: Timeless Medley - Yakusoku,Movie,1,Finished Airing,2017-7-1,-,-,-,-,Funimation,Kyoto Animation,Light novel,"School,Slice of Life,Sports",1 hr. 38 min.,PG-13,7.73,951,11493,25
Furiko,Special,1,Finished Airing,-,-,-,-,-,-,-,Original,"Music,Slice of Life,Drama,Romance",3 min.,G,7.74,7996,12090,59
Guilty Crown,TV,22,Finished Airing,2011-10-14,2012-3-23,Fall,Fridays at 01:15 (JST),"Aniplex,Dentsu,Movic,Fuji TV,Fuji Pacific Music Publishing",Funimation,Production I.G,Original,"Action,Sci-Fi,Super Power,Drama,Romance",24 min. per ep.,R,7.74,334778,628715,14533
Initial D Battle Stage 2,OVA,1,Finished Airing,2007-5-30,-,-,-,OB Planning,-,A.C.G.T.,Manga,"Action,Cars,Sports,Drama,Seinen",1 hr. 20 min.,PG-13,7.74,7061,14482,17
Inu x Boku SS Special,Special,1,Finished Airing,2012-9-26,-,-,-,Aniplex,Sentai Filmworks,David Production,Manga,"Comedy,Supernatural,Shounen",24 min.,PG-13,7.74,32313,57674,99
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Movie,1,Finished Airing,2016-10-8,-,-,-,-,-,Production I.G,Manga,"Sports,School,Shounen",1 hr. 27 min.,PG-13,7.74,3298,11273,20
Lupin III,TV,23,Finished Airing,1971-10-24,1972-3-26,Fall,Sundays at Unknown,"TMS Entertainment,Group TAC",Discotek Media,Tokyo Movie Shinsha,Manga,"Action,Adventure,Comedy,Seinen",25 min. per ep.,PG-13,7.74,15151,46402,549
Mujin Wakusei Survive,TV,52,Finished Airing,2003-10-16,2004-10-28,Fall,-,-,-,"Madhouse,Telecom Animation Film",Original,"Action,Adventure,Fantasy,Sci-Fi,Slice of Life",25 min. per ep.,G,7.74,5879,15575,175
Persona 3 the Movie 1: Spring of Birth,Movie,1,Finished Airing,2013-11-23,-,-,-,"Aniplex,Yomiko Advertising,Atlus",Aniplex of America,AIC A.S.T.A.,Game,"Action,Supernatural,Fantasy",1 hr. 38 min.,R,7.74,30521,62000,374
Pretty Rhythm: Rainbow Live,TV,51,Finished Airing,2013-4-6,2014-3-29,Spring,Saturdays at 10:00 (JST),TV Tokyo,-,"Tatsunoko Production,Dongwoo A&E",Game,"Slice of Life,Sports,Music,Shoujo",21 min. per ep.,PG,7.74,1943,6533,120
Ranma ½ Specials,OVA,2,Finished Airing,1994-12-16,1995-2-17,-,-,"Pony Canyon,Fuji TV",Viz Media,"Gainax,Studio Deen",Manga,"Comedy,Drama,Romance,Shounen",30 min. per ep.,PG-13,7.74,6542,12926,36
Rozen Maiden: Träumend,TV,12,Finished Airing,2005-10-21,2006-1-27,Fall,Fridays at 01:55 (JST),"Mellow Head,TBS",Sentai Filmworks,Nomad,Manga,"Action,Comedy,Drama,Magic,Seinen",24 min. per ep.,PG-13,7.74,46974,80994,472
ACCA: 13-ku Kansatsu-ka,TV,12,Finished Airing,2017-1-10,2017-3-28,Winter,Tuesdays at 23:00 (JST),"Bandai Visual,Square Enix,Lantis,Nihon Ad Systems,Banpresto,Medicos Entertainment,BS11,Sony PCL,Contents Seed",Funimation,Madhouse,Manga,"Mystery,Police,Drama,Fantasy,Seinen",24 min. per ep.,R,7.73,32384,76575,531
Bishoujo Senshi Sailor Moon,TV,46,Finished Airing,1992-3-7,1993-2-27,Spring,-,TV Asahi,"ADV Films,Viz Media,DiC Entertainment",Toei Animation,Manga,"Demons,Magic,Romance,Shoujo",24 min. per ep.,PG-13,7.73,95221,181281,6615
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,1,Finished Airing,2013-9-14,-,-,-,"Bandai Visual,Bandai,Bandai Namco Entertainment,Hakuhodo DY Media Partners",Funimation,Sunrise,Original,"Action,Mecha,Military",59 min.,R,7.73,41335,80296,179
Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,OVA,1,Finished Airing,2008-2-22,-,-,-,"Bandai Visual,Mainichi Broadcasting System",-,Sunrise,Original,"Action,Military,Super Power,Mecha,School",1 hr. 57 min.,R,7.73,9820,27600,73
Doraemon (1979),TV,1787,Finished Airing,1979-2-4,2005-3-18,Winter,-,"TV Asahi,Asatsu DK",-,Shin-Ei Animation,Manga,"Adventure,Comedy,Fantasy,Kids,Sci-Fi,Shounen",11 min. per ep.,PG,7.73,7735,19804,219
Gakkou no Kaidan,TV,19,Finished Airing,2000-10-22,2001-3-25,Fall,Saturdays at 19:30 (JST),-,"ADV Films,Discotek Media",Studio Pierrot,Book,"Mystery,Horror,Supernatural",24 min. per ep.,PG-13,7.73,26296,63190,629
Hakuouki Hekketsuroku,TV,10,Finished Airing,2010-10-4,2010-12-6,Fall,Mondays at Unknown,-,Sentai Filmworks,Studio Deen,Visual novel,"Action,Drama,Historical,Josei,Samurai,Supernatural",24 min. per ep.,R,7.73,29011,59627,514
Higashi no Eden Movie II: Paradise Lost,Movie,1,Finished Airing,2010-3-13,-,-,-,"Asmik Ace Entertainment,Sony Music Entertainment",Funimation,Production I.G,Original,"Action,Comedy,Drama,Mystery,Romance,Thriller",1 hr. 32 min.,PG-13,7.73,58564,101958,107
Hoshi wo Ou Kodomo,Movie,1,Finished Airing,2011-5-7,-,-,-,"Media Factory,Movic,Yahoo! Japan,Warner Music Japan,Marine Entertainment",Sentai Filmworks,CoMix Wave Films,Original,"Adventure,Romance,Fantasy",1 hr. 56 min.,PG-13,7.73,51180,110225,417
Ichigo Mashimaro,TV,12,Finished Airing,2005-7-15,2005-10-14,Summer,Fridays at Unknown,"TBS,Movic","Sentai Filmworks,Geneon Entertainment USA",Daume,4-koma manga,"Slice of Life,Comedy",24 min. per ep.,PG-13,7.73,22787,55041,663
Kekkai Sensen,TV,12,Finished Airing,2015-4-5,2015-10-4,Spring,Sundays at 02:28 (JST),"Nihon Ad Systems,Mainichi Broadcasting System,TOHO animation,Shueisha,Toy's Factory,Sony PCL",Funimation,Bones,Manga,"Action,Comedy,Super Power,Supernatural,Vampire,Fantasy,Shounen",26 min. per ep.,R,7.73,163682,364072,3669
Kemono Friends,TV,12,Finished Airing,2017-1-11,2017-3-29,Winter,Wednesdays at 01:35 (JST),"TV Tokyo,Victor Entertainment,AT-X,KlockWorx,flying DOG,Bushiroad,Age Global Networks,famima.com,Docomo Anime Store,Just Pro",Crunchyroll,Yaoyorozu,Game,"Adventure,Comedy,Fantasy",24 min. per ep.,PG,7.73,17056,44690,751
Mahoujin Guruguru,TV,45,Finished Airing,1994-10-13,1995-9-14,Fall,Thursdays at 19:30 (JST),"Dentsu,Asahi Broadcasting",-,Nippon Animation,Manga,"Adventure,Comedy,Magic,Fantasy,Shounen",23 min. per ep.,G,7.73,1970,6519,60
Mobile Suit Gundam 00 Special Edition,OVA,3,Finished Airing,2009-10-27,2010-2-23,-,-,"Sotsu,Asatsu DK,Mainichi Broadcasting System",-,Sunrise,-,"Action,Drama,Mecha,Military,Sci-Fi",1 hr. 30 min. per ep.,PG-13,7.73,2837,8217,37
Momo e no Tegami,Movie,1,Finished Airing,2011-9-10,-,-,-,"Bandai Visual,OLM,Kadokawa Shoten,HoriPro,Mainichi Broadcasting System,TBS,CBC,RCC Chugoku Broadcasting,Kadokawa Pictures Japan,Yahoo! Japan,Tokyu Recreation,East Japan Marketing & Communications,Mainichi Shimbun","NYAV Post,GKIDS",Production I.G,Original,"Supernatural,Drama",2 hr.,G,7.73,18643,42497,103
Muumindani no Suisei,Movie,1,Finished Airing,1992-8-8,-,-,-,Telescreen BV,-,Visual 80,Book,"Adventure,Comedy,Fantasy,Kids",1 hr. 12 min.,G,7.73,2902,5307,21
Nobunaga Concerto,TV,10,Finished Airing,2014-7-12,2014-9-20,Summer,-,Pony Canyon,-,Fuji TV,Manga,"Comedy,Historical,Romance,Shounen",22 min. per ep.,PG-13,7.73,13690,33750,216
Tales of Vesperia: The First Strike,Movie,1,Finished Airing,2009-10-3,-,-,-,Bandai Visual,Funimation,Production I.G,Game,"Action,Adventure,Fantasy,Magic,Military",1 hr. 50 min.,PG-13,7.73,16971,35955,148
Tegamibachi,TV,25,Finished Airing,2009-10-3,2010-3-27,Fall,Saturdays at 22:55 (JST),TV Tokyo,Sentai Filmworks,Studio Pierrot,Manga,"Adventure,Supernatural,Fantasy,Shounen",20 min. per ep.,PG-13,7.73,31450,83895,678
Tokyo Ravens,TV,24,Finished Airing,2013-10-9,2014-3-26,Fall,Wednesdays at 00:30 (JST),"Geneon Universal Entertainment,Movic,Bushiroad,Showgate,Tokyo MX,i0+,Fujimi Shobo",Funimation,8bit,Light novel,"Comedy,Supernatural,Magic,Romance,School",23 min. per ep.,PG-13,7.73,110685,240021,1564
Yowamushi Pedal Movie,Movie,1,Finished Airing,2015-8-28,-,-,-,"TV Tokyo,MediaNet,TOHO animation,Akita Shoten",Discotek Media,TMS Entertainment,Manga,"Comedy,Drama,Shounen,Sports",1 hr. 29 min.,PG-13,7.73,7313,15376,22
Ao Haru Ride OVA,OVA,2,Finished Airing,2014-8-25,2014-12-12,-,-,TOHO animation,-,Production I.G,Manga,"Slice of Life,Romance,School,Shoujo",21 min. per ep.,PG-13,7.72,35803,64000,137
Bleach Movie 4: Jigoku-hen,Movie,1,Finished Airing,2010-12-4,-,-,-,-,Viz Media,Studio Pierrot,Manga,"Action,Comedy,Super Power,Supernatural,Shounen",1 hr. 34 min.,PG-13,7.72,69058,115226,318
Cardcaptor Sakura Movie 1,Movie,1,Finished Airing,1999-8-21,-,-,-,"Bandai Visual,Shochiku,Shelty","Nelvana,Discotek Media,Geneon Entertainment USA",Madhouse,Manga,"Comedy,Drama,Fantasy,Magic,Shoujo",1 hr. 21 min.,PG,7.72,40614,66885,656
Code Geass: Hangyaku no Lelouch II - Handou,Movie,1,Finished Airing,2018-2-10,-,-,-,-,Funimation,Sunrise,Original,"Action,Military,Sci-Fi,Super Power,Mecha,School",-,None,7.71,297,21161,58
Daicon Opening Animations,Special,2,Finished Airing,1981-8-22,1983-8-20,-,-,-,-,Gainax,Other,"Action,Sci-Fi,Adventure,Music,Mecha",5 min. per ep.,PG,7.72,5790,9979,102
Fairy Tail Movie 2: Dragon Cry,Movie,1,Finished Airing,2017-5-6,-,-,-,-,Funimation,A-1 Pictures,Manga,"Action,Adventure,Comedy,Magic,Fantasy,Shounen",1 hr. 24 min.,PG-13,7.72,20463,59808,429
Ga-Rei: Zero,TV,12,Finished Airing,2008-10-6,2008-12-22,Fall,Mondays at 00:00 (JST),"Lantis,Kadokawa Shoten,Rakuonsha,Kadokawa Pictures Japan,KlockWorx",Funimation,"AIC Spirits,Asread",Manga,"Action,Super Power,Supernatural,Thriller",23 min. per ep.,R,7.72,73848,170597,1954
Genshiken,TV,12,Finished Airing,2004-10-10,2004-12-26,Fall,Sundays at Unknown,"Genco,Lantis,Kids Station,Toshiba Entertainment",Media Blasters,Palm Studio,Manga,"Slice of Life,Comedy,Parody",25 min. per ep.,PG-13,7.72,53575,121007,1175
Genshiken OVA,OVA,3,Finished Airing,2006-12-22,2007-4-25,-,-,"Genco,Lantis,Media Factory",Media Blasters,Ajia-Do,Manga,"Parody,Slice of Life,Comedy",24 min. per ep.,PG-13,7.72,23799,39044,30
Happy Party Train,Music,1,Finished Airing,2017-4-5,-,-,-,Lantis,-,Sunrise,Music,Music,8 min.,G,7.72,2043,4449,11
Ie Naki Ko Remy Specials,Special,3,Finished Airing,-,-,-,-,-,-,Nippon Animation,-,"Adventure,Drama",23 min. per ep.,PG,7.72,525,1138,3
Mahou Shoujo Lyrical Nanoha StrikerS,TV,26,Finished Airing,2007-4-2,2007-9-24,Spring,-,"Geneon Universal Entertainment,A-Line,King Records",-,Seven Arcs,Original,"Action,Magic,Comedy,Super Power,Drama",25 min. per ep.,PG-13,7.72,19860,40147,568
